transaction_id,amount,hour,merchant_risk,distance_from_home,previous_txn_count_24h,foreign_transaction,card_present,is_fraud
TXN-00959,138.47,12,0.165,12.9,1,0,0,0
TXN-00960,164.99,0,0.371,22.0,2,0,1,0
TXN-00961,20.01,7,0.177,0.7,0,1,1,0
TXN-00962,29.09,5,0.392,7.4,2,0,1,0
TXN-00963,62.72,16,0.226,17.4,2,0,0,1
TXN-00964,4.87,21,0.045,28.8,3,0,1,1
TXN-00965,8.91,3,0.126,47.1,1,0,1,0
TXN-00966,26.14,19,0.2,8.0,3,0,1,0
TXN-00967,203.5,15,0.212,28.6,2,0,1,0
TXN-00968,70.14,23,0.366,82.9,1,0,0,0
TXN-00969,33.49,21,0.342,30.4,1,0,1,0
TXN-00970,23.21,2,0.231,23.2,2,0,0,0
TXN-00971,19.12,17,0.147,1.7,4,0,0,0
TXN-00972,35.66,14,0.064,25.3,2,0,1,0
TXN-00973,33.92,2,0.116,0.2,3,0,0,0
TXN-00974,48.3,6,0.121,0.1,4,0,0,1
TXN-00975,83.11,22,0.133,25.5,2,1,0,1
TXN-00976,54.42,13,0.158,0.7,1,0,1,0
TXN-00977,102.23,8,0.089,5.8,2,0,1,0
TXN-00978,45.54,7,0.234,34.5,1,0,0,0
TXN-00979,173.48,20,0.051,0.8,4,0,1,1
TXN-00980,100.49,6,0.104,2.5,2,0,0,0
TXN-00981,68.71,3,0.177,14.2,1,0,1,0
TXN-00982,83.32,13,0.086,73.0,1,0,1,0
TXN-00983,36.5,23,0.059,20.4,1,0,0,0
TXN-00984,47.67,4,0.465,53.0,0,0,1,1
TXN-00985,46.19,6,0.232,51.5,2,0,1,1
TXN-00986,30.08,11,0.129,90.1,3,1,0,0
TXN-00987,15.93,4,0.342,35.7,3,0,0,0
TXN-00988,86.61,15,0.346,21.5,2,0,1,0
TXN-00989,113.72,6,0.195,2.8,4,0,0,0
TXN-00990,77.9,3,0.286,22.3,1,0,0,0
TXN-00991,54.29,6,0.111,14.7,1,0,0,0
TXN-00992,226.47,22,0.224,16.0,0,0,1,1
TXN-00993,33.12,22,0.323,15.2,1,0,1,0
TXN-00994,70.47,12,0.16,30.2,0,0,0,0
TXN-00995,125.19,9,0.459,37.6,1,0,0,0
TXN-00996,21.16,19,0.129,0.3,1,0,1,0
TXN-00997,91.42,4,0.15,8.4,2,0,1,1
TXN-00998,181.12,15,0.134,17.2,5,0,1,0
TXN-00999,57.87,16,0.159,29.7,1,0,0,0
TXN-01000,65.83,17,0.075,16.9,1,0,0,0
TXN-01001,33.3,5,0.207,61.9,1,0,1,0
TXN-01002,82.63,17,0.263,23.7,3,0,1,0
TXN-01003,29.42,14,0.145,4.9,3,0,1,0
TXN-01004,55.24,21,0.478,28.3,4,0,0,0
TXN-01005,13.9,4,0.259,18.7,1,0,1,0
TXN-01006,2.06,14,0.033,10.1,4,0,1,0
TXN-01007,39.29,19,0.193,2.6,1,0,1,0
TXN-01008,38.76,6,0.464,1.7,4,0,0,0
TXN-01009,42.17,17,0.102,3.4,2,0,1,0
TXN-01010,98.36,2,0.047,9.3,4,0,1,0
TXN-01011,115.94,17,0.455,20.9,3,0,1,1
TXN-01012,72.68,14,0.225,34.0,0,0,0,0
TXN-01013,93.53,4,0.281,3.1,1,0,1,0
TXN-01014,30.19,1,0.046,1.2,0,1,1,0
TXN-01015,23.95,17,0.252,5.7,2,0,1,0
TXN-01016,83.85,5,0.147,26.6,2,0,1,0
TXN-01017,20.88,11,0.192,2.6,2,0,0,0
TXN-01018,18.65,1,0.425,25.0,1,0,0,0
TXN-01019,306.13,23,0.144,24.6,1,0,1,1
TXN-01020,60.8,13,0.27,29.5,0,1,0,0
TXN-01021,38.78,22,0.232,6.9,1,0,1,0
TXN-01022,35.12,3,0.336,9.3,1,0,0,0
TXN-01023,14.34,4,0.092,17.2,1,0,1,0
TXN-01024,71.55,14,0.173,116.0,4,0,1,0
TXN-01025,45.45,14,0.046,7.7,0,1,0,0
TXN-01026,113.67,18,0.164,17.0,4,0,0,0
TXN-01027,85.75,22,0.207,49.5,3,0,0,0
TXN-01028,44.2,19,0.231,12.5,2,0,1,0
TXN-01029,6.84,3,0.138,11.5,4,0,0,0
TXN-01030,60.92,7,0.199,7.4,1,0,1,0
TXN-01031,56.79,21,0.336,16.4,1,0,1,1
TXN-01032,5.08,13,0.131,4.7,3,0,1,0
TXN-01033,78.74,20,0.071,11.3,3,0,1,0
TXN-01034,20.19,13,0.118,8.2,2,0,1,0
TXN-01035,117.8,1,0.244,27.5,2,0,0,0
TXN-01036,54.13,11,0.124,12.9,4,0,1,0
TXN-01037,34.27,19,0.215,5.7,1,0,1,0
TXN-01038,67.6,15,0.169,16.8,2,0,1,0
TXN-01039,64.5,3,0.339,11.3,1,0,0,1
TXN-01040,62.71,5,0.206,7.0,1,0,1,0
TXN-01041,107.19,20,0.288,1.9,2,0,0,1
TXN-01042,70.72,23,0.447,18.6,1,0,1,0
TXN-01043,31.66,18,0.092,39.6,1,0,1,0
TXN-01044,46.59,2,0.183,3.0,3,0,0,1
TXN-01045,147.29,14,0.226,8.0,1,0,1,0
TXN-01046,29.19,19,0.229,16.6,3,0,0,1
TXN-01047,77.81,15,0.195,2.7,2,0,1,0
TXN-01048,109.95,14,0.063,1.8,3,0,1,0
TXN-01049,83.36,11,0.137,0.6,1,0,1,0
TXN-01050,61.21,5,0.291,0.3,4,0,0,0
TXN-01051,68.6,6,0.085,1.2,1,0,1,0
TXN-01052,87.18,17,0.292,5.7,4,0,1,0
TXN-01053,28.88,1,0.251,23.9,1,0,1,0
TXN-01054,57.08,2,0.15,24.3,2,0,0,1
TXN-01055,225.62,9,0.203,11.9,0,0,0,1
TXN-01056,79.57,18,0.182,28.8,1,0,0,0
TXN-01057,62.87,15,0.243,12.6,0,0,1,0
TXN-01058,42.86,14,0.084,1.4,3,0,1,0
TXN-01059,29.17,12,0.224,9.2,2,0,0,0
TXN-01060,70.32,2,0.242,13.2,2,0,0,0
TXN-01061,73.97,7,0.23,10.4,3,0,0,0
TXN-01062,54.15,1,0.166,17.2,2,0,0,0
TXN-01063,285.67,18,0.207,5.5,0,0,0,0
TXN-01064,31.49,18,0.172,22.8,1,0,1,0
TXN-01065,25.26,6,0.397,21.7,1,0,1,0
TXN-01066,43.37,7,0.213,3.9,4,0,0,1
TXN-01067,55.51,7,0.216,37.2,3,0,1,1
TXN-01068,27.83,21,0.308,8.6,6,0,1,0
TXN-01069,69.07,11,0.119,31.1,2,0,1,1
TXN-01070,74.69,18,0.145,13.0,1,0,1,0
TXN-01071,94.61,10,0.177,1.4,1,0,0,0
TXN-01072,37.8,16,0.421,3.0,1,0,0,0
TXN-01073,139.09,12,0.231,51.0,1,0,1,1
TXN-01074,90.16,6,0.167,10.9,4,0,1,1
TXN-01075,30.93,21,0.137,24.1,1,0,1,1
TXN-01076,27.72,17,0.142,13.4,3,0,0,1
TXN-01077,45.81,18,0.101,7.0,0,0,1,0
TXN-01078,74.82,22,0.223,41.3,3,0,1,0
TXN-01079,82.88,5,0.196,8.2,1,0,1,0
TXN-01080,90.04,2,0.062,18.5,1,0,1,0
TXN-01081,216.25,13,0.429,2.7,4,0,1,1
TXN-01082,9.74,7,0.191,4.7,5,0,1,1
TXN-01083,53.0,10,0.348,61.1,2,0,1,0
TXN-01084,204.54,5,0.133,32.6,2,0,1,1
TXN-01085,97.68,9,0.283,60.1,0,0,1,1
TXN-01086,23.83,9,0.039,49.6,3,0,1,0
TXN-01087,66.51,8,0.289,23.2,1,0,1,0
TXN-01088,50.56,17,0.287,28.6,2,0,0,0
TXN-01089,49.14,14,0.127,42.0,0,0,1,0
TXN-01090,37.19,11,0.103,6.9,5,0,0,0
TXN-01091,62.53,2,0.182,4.3,2,1,1,0
TXN-01092,122.07,13,0.241,1.2,3,0,0,0
TXN-01093,40.05,4,0.135,16.2,2,0,1,0
TXN-01094,90.52,7,0.037,3.9,0,0,1,0
TXN-01095,101.83,9,0.13,12.8,1,0,1,0
TXN-01096,138.33,3,0.169,8.7,4,0,1,0
TXN-01097,27.29,9,0.195,19.2,1,0,1,0
TXN-01098,58.84,6,0.248,1.4,1,0,0,0
TXN-01099,33.64,20,0.318,19.7,2,0,1,0
TXN-01100,62.62,20,0.499,0.9,0,0,0,0
TXN-01101,62.31,0,0.202,7.0,4,0,1,0
TXN-01102,21.42,14,0.304,21.7,1,0,1,1
TXN-01103,65.42,15,0.089,4.0,4,0,0,0
TXN-01104,223.33,9,0.075,34.0,0,0,1,0
TXN-01105,83.11,11,0.351,52.8,1,0,1,0
TXN-01106,17.37,18,0.116,6.2,2,0,1,0
TXN-01107,25.76,9,0.317,19.7,1,0,0,0
TXN-01108,56.58,1,0.019,1.2,1,0,1,0
TXN-01109,26.32,8,0.396,43.3,1,0,1,0
TXN-01110,133.38,6,0.057,4.5,1,1,1,1
TXN-01111,15.3,9,0.365,52.7,2,0,1,0
TXN-01112,83.52,5,0.151,12.3,3,0,1,0
TXN-01113,12.07,3,0.288,3.8,2,0,1,1
TXN-01114,55.9,23,0.203,4.8,0,0,0,1
TXN-01115,22.91,3,0.2,48.5,4,0,1,0
TXN-01116,94.47,16,0.145,12.2,0,0,1,0
TXN-01117,118.62,17,0.272,32.4,2,0,0,1
TXN-01118,74.66,14,0.466,16.9,3,0,0,1
TXN-01119,122.35,21,0.317,27.1,0,1,1,0
TXN-01120,3.36,0,0.132,4.6,2,0,1,1
TXN-01121,64.8,7,0.271,12.5,1,0,1,0
TXN-01122,82.68,4,0.094,14.9,3,0,0,0
TXN-01123,90.37,13,0.104,10.9,3,0,1,0
TXN-01124,79.24,15,0.167,11.5,3,1,1,0
TXN-01125,91.76,21,0.157,46.7,2,0,1,0
TXN-01126,64.26,9,0.176,41.4,2,0,1,0
TXN-01127,17.54,5,0.229,16.5,1,0,1,0
TXN-01128,36.96,22,0.294,1.7,3,1,0,0
TXN-01129,133.84,16,0.217,4.1,0,0,1,0
TXN-01130,123.86,18,0.362,16.9,3,0,1,0
TXN-01131,81.6,10,0.495,1.9,4,0,0,0
TXN-01132,95.87,10,0.367,4.6,3,0,1,0
TXN-01133,114.13,9,0.256,11.2,3,0,1,0
TXN-01134,80.93,17,0.186,11.2,2,0,1,0
TXN-01135,131.3,5,0.434,11.4,4,0,0,1
TXN-01136,128.39,23,0.215,1.0,0,0,1,0
TXN-01137,268.87,4,0.275,3.1,1,0,0,0
TXN-01138,38.28,11,0.369,34.3,3,0,1,0
TXN-01139,38.87,7,0.147,9.1,7,0,1,0
TXN-01140,76.66,15,0.052,67.3,1,0,1,0
TXN-01141,196.76,16,0.227,2.5,4,0,1,1
TXN-01142,138.27,22,0.273,21.3,0,0,1,1
TXN-01143,104.21,18,0.198,7.7,1,0,0,0
TXN-01144,144.61,5,0.513,8.1,3,0,1,1
TXN-01145,83.74,4,0.204,41.8,2,0,1,0
TXN-01146,46.25,21,0.363,83.3,2,0,0,1
TXN-01147,228.74,11,0.235,40.9,1,0,1,1
TXN-01148,79.41,2,0.062,54.1,1,0,1,0
TXN-01149,126.51,19,0.056,21.5,1,0,1,0
TXN-01150,3.32,15,0.409,43.0,2,0,1,0
TXN-01151,4.54,0,0.225,1.6,3,0,0,0
TXN-01152,66.33,18,0.175,13.7,3,0,0,1
TXN-01153,26.33,14,0.216,12.8,1,1,1,1
TXN-01154,70.93,14,0.151,5.3,0,0,0,0
TXN-01155,38.82,20,0.344,5.9,3,0,1,0
TXN-01156,294.01,11,0.307,14.2,1,0,0,1
TXN-01157,119.77,11,0.146,0.8,2,0,0,0
TXN-01158,153.97,14,0.268,17.3,0,0,1,1
TXN-01159,6.04,4,0.39,1.4,2,1,1,0
TXN-01160,103.24,3,0.259,4.4,2,0,0,0
TXN-01161,50.72,20,0.061,14.3,1,0,1,0
TXN-01162,155.93,5,0.228,4.9,2,0,1,0
TXN-01163,93.0,12,0.14,77.6,1,0,1,0
TXN-01164,56.67,6,0.401,14.6,3,0,1,1
TXN-01165,19.5,5,0.409,16.9,5,1,1,0
TXN-01166,65.38,14,0.376,0.4,4,0,1,0
TXN-01167,131.81,19,0.205,49.4,2,0,0,0
TXN-01168,161.92,10,0.167,11.5,1,0,1,0
TXN-01169,43.82,3,0.457,4.3,2,0,1,0
TXN-01170,263.82,5,0.044,6.7,1,1,1,1
TXN-01171,124.94,3,0.132,32.4,1,0,1,0
TXN-01172,26.83,21,0.23,59.4,2,0,1,0
TXN-01173,21.39,7,0.303,13.8,1,0,1,0
TXN-01174,53.3,8,0.191,4.4,0,0,1,0
TXN-01175,43.73,1,0.225,2.8,1,0,1,0
TXN-01176,84.22,10,0.072,0.1,0,0,1,0
TXN-01177,60.28,21,0.182,9.4,5,0,1,1
TXN-01178,46.82,9,0.493,52.9,4,0,0,1
TXN-01179,12.87,15,0.419,22.8,4,0,1,0
TXN-01180,95.02,4,0.296,4.6,1,0,0,1
TXN-01181,11.65,3,0.089,16.5,1,0,1,0
TXN-01182,125.22,17,0.136,9.7,2,1,1,0
TXN-01183,7.02,1,0.124,12.2,2,1,1,0
TXN-01184,10.88,10,0.242,19.5,1,0,1,0
TXN-01185,26.72,7,0.142,3.4,3,0,1,1
TXN-01186,40.56,0,0.073,26.2,2,0,0,0
TXN-01187,33.8,12,0.217,64.2,3,0,0,1
TXN-01188,40.41,23,0.412,0.4,0,0,1,0
TXN-01189,71.98,1,0.082,21.4,0,1,0,0
TXN-01190,27.3,19,0.311,18.1,2,0,1,0
TXN-01191,72.48,12,0.229,1.7,2,0,1,0
TXN-01192,3.39,17,0.451,15.5,0,1,0,0
TXN-01193,26.36,2,0.076,6.9,1,0,1,0
TXN-01194,10.26,20,0.191,31.8,1,0,1,0
TXN-01195,124.23,0,0.429,27.2,2,0,1,1
TXN-01196,30.73,21,0.268,67.9,3,0,1,1
TXN-01197,90.84,15,0.229,15.1,4,0,1,0
TXN-01198,8.18,8,0.139,0.9,1,0,1,0
TXN-01199,160.13,0,0.468,0.9,1,0,1,0
TXN-01200,63.01,14,0.282,1.7,1,0,0,0
